,MonthsActive,AvgOrderValue,NumOrdersLastQuarter,DaysSinceLastOrder,SupportTicketsFiled,Churned
11315,43,74.48,7,11,1,0
11316,57,22.04,5,1,1,0
11317,50,49.37,4,1,2,0
11318,55,51.48,6,71,1,0
11319,5,48.49,5,10,2,1
11320,22,50.18,3,37,0,0
11321,35,63.67,5,10,0,0
11322,11,35.54,2,38,0,0
11323,12,70.9,3,5,0,0
11324,43,59.23,2,5,2,0
11325,51,59.2,3,7,1,0
11326,40,54.56,6,2,2,1
11327,26,86.82,6,10,0,0
11328,58,74.62,5,4,0,0
11329,18,59.83,8,63,0,0
11330,52,59.53,7,24,1,0
11331,47,72.61,6,12,1,0
11332,55,45.04,5,11,1,0
11333,54,31.51,5,18,0,0
11334,37,73.51,6,4,0,0
11335,52,36.38,3,20,1,0
11336,54,53.0,6,39,1,0
11337,59,81.71,7,8,2,0
11338,14,22.34,4,15,2,0
11339,44,50.23,7,9,0,0
11340,42,35.48,7,43,0,0
11341,12,50.96,7,6,0,0
11342,10,73.37,5,0,0,0
11343,55,59.98,7,11,0,0
11344,3,35.16,5,7,0,0
11345,15,27.98,5,47,0,0
11346,58,59.53,8,24,0,0
11347,21,28.37,5,12,0,0
11348,3,73.58,6,43,0,0
11349,5,82.13,2,1,0,0
11350,54,85.45,3,9,1,0
11351,42,40.33,6,5,0,0
11352,51,30.84,6,7,0,0
11353,32,89.97,4,43,0,0
11354,44,69.17,4,33,0,0
11355,59,74.0,3,2,0,0
11356,25,74.21,2,2,1,0
11357,1,53.84,4,5,0,0
11358,32,35.17,7,39,1,0
11359,54,66.33,8,38,0,0
11360,3,58.02,4,23,1,0
11361,25,60.94,4,46,1,0
11362,48,145.76,3,44,1,0
11363,40,36.98,4,11,1,0
11364,26,48.47,3,1,1,0
11365,36,29.73,7,11,1,0
11366,29,86.59,3,0,1,0
11367,2,32.79,3,22,0,0
11368,54,39.87,7,14,1,0
11369,17,52.68,6,113,0,1
11370,49,65.96,4,13,0,0
11371,26,56.2,6,13,0,0
11372,3,77.02,2,3,0,0
11373,20,84.72,7,32,0,0
11374,40,72.04,3,30,1,0
11375,2,67.95,5,7,0,0
11376,55,31.25,7,36,0,0
11377,31,108.52,7,7,1,0
11378,38,59.78,5,25,0,0
11379,18,106.87,6,41,2,0
11380,46,64.29,6,1,0,0
11381,51,48.52,5,13,0,0
11382,56,52.81,2,14,1,0
11383,5,54.8,8,10,1,0
11384,13,66.29,6,19,0,0
11385,50,55.69,3,18,0,0
11386,41,60.86,5,23,0,0
11387,49,53.71,7,51,1,0
11388,13,40.62,3,1,1,0
11389,14,51.14,2,10,0,0
11390,60,50.84,4,8,1,0
11391,32,69.05,4,10,0,0
11392,42,60.04,5,25,0,0
11393,20,31.4,5,23,0,0
11394,43,48.46,5,41,0,0
11395,7,53.22,10,7,1,0
11396,13,76.92,3,47,0,0
11397,22,52.74,7,12,0,0
11398,20,66.2,4,6,1,0
11399,48,54.83,5,36,0,0
11400,49,44.14,8,11,1,0
11401,5,91.02,5,9,1,0
11402,32,36.73,7,11,0,0
11403,31,39.93,5,91,0,0
11404,55,40.21,7,22,1,0
11405,3,50.16,5,14,1,0
11406,17,93.56,3,3,0,0
11407,13,70.28,8,69,0,0
11408,58,48.19,3,24,1,0
11409,15,43.73,8,6,0,0
11410,52,62.06,2,0,0,0
11411,9,18.79,4,71,0,1
11412,50,80.74,6,7,0,0
11413,21,49.22,11,11,0,0
11414,30,41.67,2,12,0,0
11415,49,60.6,6,7,0,0
11416,21,51.43,8,13,0,0
11417,59,61.93,7,6,0,0
11418,18,57.65,9,20,0,0
11419,3,71.89,6,33,1,0
11420,27,43.6,6,5,1,0
11421,29,48.02,2,24,0,0
11422,53,36.95,8,31,1,0
11423,49,37.69,4,92,2,0
11424,20,88.8,5,24,0,0
11425,17,88.21,3,23,0,0
11426,26,37.8,7,35,0,0
11427,59,45.45,8,115,0,0
11428,29,34.83,7,1,1,0
11429,27,51.12,5,31,1,0
11430,7,69.63,5,3,1,0
11431,39,41.79,4,10,0,0
11432,55,47.19,4,45,1,0
11433,41,33.83,5,13,0,0
11434,21,30.33,5,29,1,1
11435,23,145.84,3,31,2,0
11436,55,66.85,3,7,0,0
11437,11,52.19,3,3,0,0
11438,7,43.89,7,4,0,0
11439,10,67.23,5,0,1,0
11440,19,93.24,3,23,0,0
11441,58,88.87,5,31,0,0
11442,4,53.24,8,11,1,0
11443,35,33.74,7,27,0,0
11444,20,40.23,3,12,1,0
11445,17,25.65,5,42,1,0
11446,17,87.43,7,24,0,0
11447,4,57.07,8,1,1,0
11448,54,34.53,3,30,0,0
11449,3,79.95,4,72,0,1
11450,29,49.29,9,2,1,0
11451,1,58.58,3,12,1,0
11452,17,54.81,6,20,0,0
11453,14,77.59,4,1,1,0
11454,55,42.88,3,29,1,0
11455,2,46.34,7,16,3,0
11456,55,45.23,4,4,0,0
11457,53,73.1,5,18,2,0
11458,53,55.35,3,20,3,0
11459,11,49.97,3,52,0,0
11460,35,112.06,10,50,0,0
11461,19,32.43,7,12,0,0
11462,6,57.03,5,40,2,1
11463,57,61.82,6,82,1,1
11464,28,88.65,3,9,0,0
11465,24,42.07,5,3,0,0
11466,57,52.08,6,15,1,0
11467,40,85.74,5,7,0,0
11468,25,115.69,3,27,1,0
11469,44,92.99,4,5,0,0
11470,56,68.99,7,38,2,0
11471,57,122.4,4,2,0,0
11472,36,34.89,2,9,3,0
11473,42,109.58,2,22,1,1
11474,24,35.71,6,23,0,0
11475,47,92.86,3,8,2,0
11476,17,23.94,8,4,1,0
11477,31,100.69,10,11,0,0
11478,53,44.48,4,29,1,0
11479,29,54.65,7,1,1,0
11480,53,75.68,1,6,1,0
11481,11,39.09,7,18,0,0
11482,27,80.39,6,15,1,1
11483,1,41.33,2,17,0,0
11484,45,51.4,6,33,0,0
11485,12,123.72,2,2,0,0
11486,11,58.11,6,2,0,1
11487,46,45.08,6,13,4,0
11488,22,39.1,5,1,0,0
11489,8,43.71,3,12,0,0
11490,32,27.22,4,26,1,0
11491,7,17.62,7,7,0,0
11492,54,74.67,2,42,0,0
11493,22,25.44,7,6,0,0
11494,28,74.17,8,25,1,0
11495,52,30.95,4,69,1,0
11496,57,31.39,3,18,0,0
11497,42,41.24,5,3,1,0
11498,16,64.14,9,5,1,0
11499,60,147.22,3,1,0,0
11500,15,57.85,1,7,1,0
11501,39,66.17,4,2,0,0
11502,1,66.57,3,5,0,0
11503,35,95.02,7,4,1,0
11504,56,67.57,6,49,1,1
11505,47,50.67,7,18,0,0
11506,6,34.93,6,37,1,0
11507,7,41.83,3,6,0,1
11508,42,32.19,1,26,0,0
11509,29,146.81,6,4,0,0
11510,15,74.97,5,4,1,0
11511,49,53.39,6,71,0,1
11512,34,39.59,8,37,0,0
11513,9,53.17,6,15,0,0
11514,60,82.4,4,5,1,0
11515,52,91.58,4,30,0,0
11516,35,60.68,2,28,0,0
11517,38,39.84,6,12,0,0
11518,33,41.59,5,68,0,1
11519,43,56.06,4,5,1,0
11520,33,71.15,3,22,1,0
11521,26,26.89,4,34,0,0
11522,3,121.17,3,2,0,0
11523,34,41.96,3,27,0,0
11524,11,71.07,6,148,0,1
11525,43,52.8,3,17,0,0
11526,51,44.69,5,7,2,0
11527,46,55.7,5,17,1,0
11528,16,68.02,3,17,0,0
11529,7,58.8,7,11,0,0
11530,37,114.23,6,2,0,0
11531,45,35.7,5,7,0,0
11532,16,86.04,3,3,0,0
11533,22,73.04,11,15,1,0
11534,25,69.24,3,11,0,0
11535,48,35.37,6,43,1,0
11536,51,58.73,7,11,0,0
11537,17,50.18,7,20,0,0
11538,27,90.46,3,33,0,0
11539,21,56.83,6,41,0,0
11540,33,54.47,4,17,2,1
11541,17,46.93,8,65,1,0
11542,37,52.79,5,28,0,0
11543,26,69.73,5,4,0,0
11544,46,33.89,7,15,1,0
11545,55,52.73,7,13,0,0
11546,38,30.83,6,7,0,0
11547,50,76.91,3,40,0,0
11548,12,87.42,5,6,0,0
11549,3,43.08,3,35,0,0
11550,36,85.84,4,49,1,0
11551,22,109.62,3,5,1,0
11552,11,63.99,7,9,0,0
11553,42,57.33,6,2,0,0
11554,42,112.83,5,12,0,0
11555,45,65.11,7,1,0,0
11556,51,71.29,3,13,0,0
11557,3,72.03,3,2,0,0
11558,29,62.84,3,7,0,0
11559,5,46.65,5,35,1,0
11560,32,17.35,6,29,2,0
11561,27,55.3,4,10,0,0
11562,15,67.79,8,2,1,0
11563,42,57.81,6,19,1,0
11564,57,25.06,6,11,1,0
11565,60,29.65,4,9,0,0
11566,52,46.15,4,0,0,0
11567,3,38.35,4,41,0,0
11568,22,57.66,4,7,0,0
11569,23,90.03,5,29,0,0
11570,11,99.38,7,51,1,1
11571,15,55.84,6,1,0,0
11572,25,72.39,4,8,2,0
11573,41,56.43,3,3,1,0
11574,15,52.6,4,17,0,0
11575,46,50.9,3,1,0,0
11576,53,57.3,2,57,0,0
11577,43,56.58,3,9,1,0
11578,33,34.94,5,4,0,0
11579,32,41.68,7,19,1,0
11580,51,58.72,4,52,0,0
11581,33,33.94,8,1,1,0
11582,4,58.48,4,13,0,0
11583,8,68.49,4,163,0,1
11584,55,68.67,4,51,0,0
11585,4,27.59,4,57,0,1
11586,36,46.81,4,5,0,0
11587,48,105.58,5,24,0,0
11588,12,57.67,9,11,0,0
11589,33,47.26,8,11,1,0
11590,5,38.72,1,29,1,0
11591,14,38.78,6,60,0,0
11592,27,26.1,4,14,4,1
11593,16,107.34,8,29,3,0
11594,52,27.06,4,10,0,0
11595,36,82.89,7,47,1,0
11596,24,83.3,3,9,0,0
11597,12,82.98,7,5,0,0
11598,55,34.89,5,20,0,1
11599,16,33.15,7,23,0,0
11600,56,90.47,5,6,1,0
11601,10,57.9,3,3,2,0
11602,56,53.24,5,15,2,0
11603,49,76.46,6,31,0,0
11604,43,35.69,4,55,0,0
11605,42,86.69,3,2,0,0
11606,15,55.23,9,8,0,0
11607,19,50.34,2,7,0,0
11608,48,36.53,5,2,0,0
11609,38,48.28,3,19,0,0
11610,9,51.58,4,15,0,0
11611,30,46.79,7,24,0,0
11612,4,51.96,7,30,0,0
11613,15,43.4,3,6,0,0
11614,9,37.57,5,24,0,0
11615,60,84.69,2,5,0,0
11616,35,131.42,9,21,0,0
11617,60,109.47,4,2,0,0
11618,57,43.83,6,7,0,0
11619,60,38.31,4,7,0,0
11620,1,75.31,9,24,0,0
11621,39,35.95,8,11,2,0
11622,8,61.44,5,14,1,0
11623,45,34.52,8,18,0,0
11624,46,40.86,3,68,2,1
11625,30,55.19,5,13,0,0
11626,22,32.21,4,10,0,0
11627,10,47.01,6,42,1,0
11628,3,99.04,6,34,0,0
11629,29,58.92,1,25,0,0
11630,29,62.42,4,16,0,0
11631,27,140.29,4,6,0,0
11632,18,60.4,6,3,1,0
11633,20,49.06,8,13,0,0
11634,16,39.62,6,5,1,0
11635,11,119.12,6,7,0,0
11636,50,45.06,4,34,1,0
11637,15,59.5,4,44,0,1
11638,45,89.27,5,29,2,0
11639,8,35.0,2,15,2,0
11640,24,73.71,3,5,0,0
11641,27,46.2,2,5,0,0
11642,27,26.35,4,43,1,1
11643,55,36.7,6,6,0,0
11644,37,97.79,3,2,1,0
11645,55,60.51,4,12,0,0
11646,29,44.12,5,4,1,0
11647,3,49.25,7,7,0,0
11648,46,29.72,3,4,1,0
11649,50,58.61,5,18,0,0
11650,10,36.19,4,42,0,0
11651,14,65.61,6,10,0,0
11652,42,49.76,4,0,1,0
11653,45,48.87,2,6,0,0
11654,29,87.72,4,10,2,0
11655,34,76.7,4,5,2,0
11656,4,60.33,4,6,0,0
11657,27,54.01,6,116,1,1
11658,8,57.62,3,22,0,0
11659,13,45.66,5,16,0,0
11660,55,197.26,3,13,0,0
11661,44,55.63,6,93,0,0
11662,20,49.72,3,6,0,0
11663,23,47.46,6,7,1,0
11664,32,46.54,7,46,0,0
11665,28,50.55,6,3,0,0
11666,42,70.93,7,35,1,0
11667,37,50.54,4,4,0,0
11668,25,64.12,5,6,2,0
11669,12,38.34,4,13,0,0
11670,32,52.92,6,13,1,0
11671,18,57.8,6,9,1,0
11672,43,52.21,5,16,0,0
11673,54,56.96,5,30,1,0
11674,14,97.26,7,16,1,0
11675,22,54.76,7,48,0,0
11676,29,19.11,6,31,0,0
11677,34,57.21,7,5,0,0
11678,23,72.35,3,10,1,0
11679,59,137.5,3,7,0,0
11680,36,36.08,7,9,0,0
11681,30,45.55,9,16,0,0
11682,6,83.0,5,2,1,0
11683,17,37.76,5,54,0,0
11684,48,56.77,11,3,0,0
11685,47,48.44,3,15,0,0
11686,27,80.17,4,26,0,0
11687,22,53.81,3,7,0,1
11688,21,88.47,4,17,0,0
11689,12,97.82,8,8,0,0
11690,1,64.21,1,4,0,0
11691,21,43.37,5,48,0,0
11692,46,88.73,5,10,0,0
11693,11,40.43,5,4,2,0
11694,10,48.57,6,9,0,0
11695,47,48.59,7,1,1,0
11696,55,77.23,8,25,0,0
11697,52,30.62,6,15,0,0
11698,36,66.72,7,11,0,0
11699,13,57.07,4,3,1,0
11700,41,76.92,4,10,0,0
11701,51,37.04,3,21,1,0
11702,7,30.92,3,5,0,1
11703,32,21.35,3,25,0,0
11704,42,93.26,4,7,0,0
11705,58,94.08,2,9,1,0
11706,5,118.23,6,2,0,0
11707,16,52.66,6,10,1,0
11708,32,50.87,5,33,1,0
11709,45,72.48,7,7,1,0
11710,38,73.65,5,50,0,1
11711,4,30.25,6,3,0,0
11712,44,52.64,6,28,0,0
11713,57,58.38,7,4,0,0
11714,56,67.36,9,5,0,0
11715,34,58.51,3,8,1,0
11716,35,29.88,5,1,0,0
11717,55,71.29,3,9,0,0
11718,8,40.72,7,10,1,0
11719,34,48.31,4,96,0,0
11720,4,29.22,3,2,0,0
11721,55,39.52,4,60,2,0
11722,37,54.53,5,10,0,0
11723,40,50.17,6,38,1,0
11724,14,39.69,6,5,0,0
11725,43,85.13,3,1,0,0
11726,33,119.96,3,31,0,0
11727,39,59.08,8,8,0,0
11728,46,21.88,5,16,0,0
11729,21,40.23,7,47,1,0
11730,47,72.74,8,40,2,0
11731,29,58.12,4,17,0,0
11732,25,50.8,4,27,1,0
11733,56,72.61,5,4,1,0
11734,13,60.08,5,7,0,0
11735,2,91.59,6,9,1,0
11736,35,42.21,2,48,0,1
11737,2,64.45,4,6,0,0
11738,19,37.78,8,54,0,1
11739,25,29.54,6,65,0,0
11740,35,29.07,1,13,1,0
11741,39,36.2,8,5,0,0
11742,42,88.04,6,13,0,0
11743,11,19.45,4,26,3,0
11744,48,26.25,3,19,0,0
11745,23,49.88,4,1,0,0
11746,32,59.28,3,20,1,0
11747,41,57.71,5,28,1,0
11748,44,53.14,3,4,1,0
11749,23,40.75,6,2,1,0
11750,57,77.17,5,9,0,0
11751,10,62.76,6,6,1,0
11752,60,89.13,3,23,0,0
11753,16,60.75,4,20,0,0
11754,55,90.64,11,4,1,0
11755,30,49.88,5,8,1,0
11756,2,39.48,5,16,0,0
11757,5,48.38,5,4,0,0
11758,56,42.66,7,16,1,1
11759,23,93.41,4,12,1,0
11760,9,94.52,2,27,2,0
11761,38,36.81,4,29,2,0
11762,32,51.34,6,13,0,0
11763,16,65.64,4,3,0,0
11764,24,37.24,7,3,2,0
11765,9,37.79,9,68,0,0
11766,42,99.11,9,6,1,0
11767,54,83.56,4,2,0,0
11768,6,32.36,1,38,1,0
11769,24,34.23,2,36,0,0
11770,25,65.86,6,5,1,0
11771,11,95.84,2,2,0,0
11772,55,73.15,8,2,1,0
11773,6,40.5,2,25,1,0
11774,18,44.92,3,17,0,0
11775,4,27.85,4,1,1,0
11776,59,108.71,3,7,0,0
11777,39,28.1,5,33,2,0
11778,17,58.7,6,2,0,0
11779,58,46.8,5,18,1,1
11780,10,100.7,7,57,1,0
11781,21,93.85,4,12,0,0
11782,37,32.18,10,12,0,0
11783,49,45.22,4,0,0,0
11784,37,58.72,4,29,0,0
11785,58,61.64,2,12,2,0
11786,29,40.07,3,13,0,0
11787,53,94.76,3,2,0,1
11788,39,44.72,7,18,0,0
11789,26,72.08,7,25,0,0
11790,59,57.01,5,12,1,0
11791,27,21.86,3,51,1,0
11792,32,126.55,3,48,0,0
11793,48,101.55,5,1,0,0
11794,33,103.27,4,33,2,0
11795,19,72.18,4,3,0,0
11796,55,152.51,6,20,1,0
11797,56,40.11,5,3,0,1
11798,33,37.05,4,39,0,0
11799,14,42.12,3,16,1,0
11800,59,40.49,7,1,0,0
11801,34,71.12,5,19,0,0
11802,14,71.6,4,56,0,0
11803,31,53.62,4,38,0,0
11804,29,47.67,5,40,0,0
11805,31,44.93,4,1,0,0
11806,43,47.5,3,8,0,0
11807,37,61.33,5,77,1,1
11808,8,44.65,4,2,1,0
11809,29,79.2,4,23,0,0
11810,24,46.43,3,25,0,0
11811,46,67.82,9,14,1,0
11812,46,92.32,4,1,2,0
11813,55,72.87,4,20,0,0
11814,18,50.61,5,23,2,0
11815,60,131.29,6,7,0,0
11816,31,83.57,4,18,0,1
11817,22,65.38,5,14,0,1
11818,56,78.33,4,8,1,0
11819,16,64.72,3,27,0,0
11820,32,34.93,3,12,0,0
11821,9,82.7,4,49,1,1
11822,24,29.97,2,11,0,0
11823,6,48.88,3,23,0,0
11824,46,66.0,4,3,0,0
11825,9,29.72,4,1,0,0
11826,41,46.59,4,40,2,0
11827,43,45.64,7,3,2,0
11828,21,68.21,9,9,2,0
11829,4,51.68,1,20,0,0
11830,13,34.34,2,22,0,1
11831,36,136.36,3,19,0,0
11832,56,124.17,6,1,0,0
11833,6,24.3,7,36,1,0
11834,49,56.53,3,1,1,0
11835,4,64.81,7,4,2,0
11836,28,83.56,7,0,0,0
11837,2,51.16,2,32,0,1
11838,9,72.29,7,2,0,0
11839,12,39.82,5,7,2,0
11840,11,74.21,5,29,0,0
11841,59,67.72,6,8,1,0
11842,56,59.85,9,28,1,0
11843,4,57.61,6,10,2,0
11844,16,81.58,7,37,2,0
11845,43,60.38,2,40,0,0
11846,32,67.86,5,1,1,0
11847,1,50.45,3,3,0,0
11848,24,44.48,7,10,0,0
11849,34,73.89,7,11,1,0
11850,29,41.45,3,29,0,0
11851,8,127.42,4,11,0,0
11852,2,90.48,7,33,0,0
11853,3,44.77,6,2,0,0
11854,46,41.48,2,20,1,0
11855,26,48.28,2,3,0,0
11856,57,61.66,5,1,0,0
11857,26,83.11,6,24,1,0
11858,45,83.23,9,2,0,0
11859,2,119.1,3,29,1,0
11860,13,56.54,3,7,0,0
11861,1,51.0,5,52,2,1
11862,39,55.85,6,13,0,0
11863,13,49.05,6,1,0,0
11864,9,41.41,9,8,0,0
11865,52,76.21,7,37,0,0
11866,46,46.31,6,4,0,0
11867,3,55.37,6,55,0,0
11868,15,44.05,8,20,0,0
11869,51,27.95,6,2,0,0
11870,52,70.83,7,2,1,0
11871,16,32.6,10,32,1,0
11872,22,61.51,9,11,0,0
11873,26,28.06,4,5,1,0
11874,31,135.42,1,45,3,0
11875,13,119.61,2,74,1,0
11876,55,29.34,6,19,1,0
11877,48,49.25,8,30,1,0
11878,52,31.43,4,8,0,0
11879,16,35.41,4,78,1,0
11880,15,68.44,5,44,0,0
11881,46,29.51,3,12,0,0
11882,45,78.0,4,65,0,0
11883,16,49.17,5,33,0,0
11884,14,59.9,9,53,0,0
11885,15,43.73,7,41,0,0
11886,6,30.68,3,13,2,1
11887,4,81.54,6,2,0,0
11888,48,66.19,6,4,0,0
11889,7,59.45,6,19,1,0
11890,53,34.37,7,13,1,0
11891,32,72.79,6,7,0,0
11892,51,52.39,3,100,0,0
11893,17,59.79,5,1,0,0
11894,11,77.87,5,6,0,0
11895,1,90.9,4,27,1,0
11896,18,95.05,13,17,0,0
11897,36,54.11,4,3,2,0
11898,14,47.76,2,41,0,0
11899,50,90.39,4,4,0,0
11900,51,53.16,5,105,0,1
11901,40,23.05,2,43,0,1
11902,13,43.46,5,1,0,0
11903,48,47.0,4,27,0,0
11904,20,99.71,5,11,0,0
11905,41,100.22,3,21,1,0
11906,43,27.94,3,18,2,0
11907,3,60.11,7,9,0,0
11908,42,52.3,8,6,0,0
11909,54,45.11,8,9,2,0
11910,26,53.74,4,37,0,0
11911,58,70.17,7,28,1,0
11912,50,51.4,7,8,0,0
11913,48,48.75,1,20,2,0
11914,22,38.53,8,7,0,0
11915,16,111.66,8,39,1,0
11916,1,59.93,8,57,1,0
11917,29,55.94,3,35,1,0
11918,34,53.95,3,4,0,0
11919,36,57.22,8,5,0,0
11920,50,52.44,5,2,0,0
11921,59,47.06,5,34,0,0
11922,18,84.55,3,7,2,0
11923,4,41.97,2,17,0,0
11924,6,102.07,2,1,1,0
11925,5,31.4,3,92,0,1
11926,47,31.49,2,12,0,0
11927,10,50.81,2,17,0,0
11928,54,54.38,2,2,0,0
11929,24,74.35,7,31,1,0
11930,60,62.76,4,17,0,0
11931,27,36.27,6,57,0,1
11932,18,63.96,6,16,0,0
11933,11,99.3,2,6,0,0
11934,23,42.14,5,4,0,0
11935,21,21.59,4,37,0,0
11936,19,19.45,6,53,2,0
11937,30,49.12,7,10,0,0
11938,3,91.51,5,10,0,0
11939,27,36.0,2,25,0,0
11940,4,38.67,6,20,0,0
11941,56,156.36,5,31,0,0
11942,4,40.02,3,10,1,0
11943,22,42.49,5,21,0,0
11944,21,25.56,5,57,0,0
11945,56,41.34,1,15,0,0
11946,56,62.95,6,32,0,0
11947,53,55.61,7,21,1,0
11948,27,53.31,9,29,2,0
11949,47,34.04,6,69,1,0
11950,31,84.96,3,28,1,0
11951,59,20.61,4,21,1,0
11952,37,38.16,5,15,4,0
11953,35,92.09,3,11,0,0
11954,60,87.69,3,36,1,0
11955,15,60.6,4,6,0,0
11956,10,68.94,4,50,0,0
11957,15,35.11,6,2,0,0
11958,41,32.92,1,139,0,1
11959,47,27.13,3,9,1,0
11960,37,63.74,6,17,3,0
11961,12,99.19,3,23,0,0
11962,11,54.77,4,4,0,0
11963,29,52.09,5,24,0,0
11964,24,55.24,7,45,1,0
11965,46,78.24,4,27,1,0
11966,5,92.26,3,11,0,0
11967,10,23.66,5,1,1,0
11968,57,77.64,3,24,0,0
11969,28,63.62,7,25,0,0
11970,15,62.8,7,14,0,0
11971,53,30.99,7,9,1,0
11972,7,71.79,4,31,1,0
11973,20,86.38,7,5,0,0
11974,43,49.12,3,16,0,0
11975,39,55.69,5,21,0,1
11976,9,45.25,6,4,0,0
11977,59,70.7,2,9,2,1
11978,43,41.16,4,12,0,0
11979,34,61.26,5,32,0,1
11980,54,73.17,7,6,0,0
11981,20,32.83,4,7,0,0
11982,49,54.86,6,22,0,0
11983,3,52.85,7,4,0,0
11984,33,61.97,7,12,0,0
11985,3,48.21,8,10,0,0
11986,10,67.12,2,12,0,1
11987,43,36.9,3,4,1,0
11988,53,79.23,6,12,0,0
11989,42,50.8,5,35,0,0
11990,51,74.33,3,55,1,0
11991,28,34.07,4,14,1,0
11992,4,79.04,4,38,0,0
11993,41,106.5,2,6,2,0
11994,7,81.68,6,26,0,0
11995,16,58.37,4,27,1,0
11996,51,49.24,3,1,2,0
11997,51,62.77,4,14,1,0
11998,27,37.88,1,17,0,0
11999,27,67.91,5,30,0,0
12000,51,44.57,7,36,0,0
12001,15,50.07,5,2,0,0
12002,26,54.66,5,6,0,0
12003,59,37.57,6,3,0,0
12004,43,82.15,2,66,1,1
12005,13,89.26,7,11,3,1
12006,7,39.17,7,5,0,0
12007,10,63.44,4,19,0,0
12008,48,76.41,3,11,0,0
12009,49,71.08,5,17,0,0
12010,22,62.92,6,27,0,0
12011,19,37.47,6,12,0,0
12012,37,46.85,3,26,1,0
12013,31,44.65,5,4,0,0
12014,12,75.32,3,18,0,0
12015,56,27.67,4,39,1,0
12016,56,48.16,4,20,1,0
12017,60,54.49,3,30,0,0
12018,3,57.42,5,26,0,0
12019,9,70.37,5,45,3,0
12020,5,27.25,6,26,0,0
12021,1,57.79,6,25,0,0
12022,5,66.17,5,6,0,0
12023,16,35.11,1,10,1,0
12024,30,94.38,7,4,0,0
12025,49,131.62,4,41,0,0
12026,6,52.28,5,36,0,0
12027,46,48.37,6,1,0,0
12028,8,23.63,7,12,0,0
12029,33,50.55,4,82,1,1
12030,24,94.48,2,18,0,0
12031,28,49.01,5,18,0,1
12032,53,48.9,6,37,0,0
12033,56,50.82,4,3,0,0
12034,22,67.76,5,75,0,1
12035,37,51.47,5,17,0,0
12036,32,48.02,6,81,1,0
12037,52,35.49,2,26,0,0
12038,36,36.16,4,11,0,0
12039,17,93.98,2,42,1,1
12040,5,82.94,3,15,3,0
12041,21,33.86,4,12,0,0
12042,20,43.98,4,5,2,0
12043,3,51.17,4,28,0,0
12044,26,38.55,4,8,0,0
12045,10,53.61,5,18,0,0
12046,54,80.75,7,12,1,0
12047,7,31.49,7,13,0,0
12048,3,55.22,3,4,0,0
12049,18,76.91,10,6,0,0
12050,11,41.95,10,20,0,0
12051,29,45.35,4,55,0,0
12052,49,44.79,4,1,1,0
12053,25,42.05,7,25,0,0
12054,23,41.17,2,3,1,0
12055,31,99.61,7,17,0,0
12056,15,35.12,1,8,1,0
12057,10,54.27,7,54,0,1
12058,39,44.36,7,5,0,0
12059,51,60.81,6,19,1,0
12060,13,120.83,3,39,1,0
12061,21,57.08,5,4,0,0
12062,2,72.92,7,8,0,0
12063,50,80.18,5,0,1,0
12064,38,52.38,2,1,0,0
12065,23,167.71,3,51,0,0
12066,35,68.43,5,2,0,0
12067,25,53.23,4,3,2,0
12068,35,26.76,3,7,0,0
12069,23,29.5,4,8,1,0
12070,26,122.69,5,21,0,0
12071,24,36.24,8,9,1,0
12072,15,33.36,5,22,1,0
12073,42,66.05,3,6,1,0
12074,49,52.22,5,18,1,0
12075,26,75.78,4,42,2,0
12076,46,54.28,4,28,0,0
12077,29,41.25,7,0,0,0
12078,25,25.2,1,83,0,1
12079,31,45.33,5,2,0,0
12080,56,21.12,5,9,0,0
12081,60,21.86,5,3,3,0
12082,14,94.14,7,35,2,1
12083,8,38.8,4,3,0,0
12084,6,58.78,5,12,0,0
12085,57,53.34,4,8,2,0
12086,31,69.76,8,15,0,0
12087,40,56.38,4,17,0,0
12088,21,57.5,6,9,0,0
12089,14,58.24,3,14,1,0
12090,18,93.69,6,7,1,1
12091,58,91.83,4,13,0,0
12092,39,32.02,5,23,0,0
12093,19,65.09,4,0,0,0
12094,25,52.96,4,27,0,0
12095,31,14.57,4,47,0,0
12096,14,146.78,11,52,0,0
12097,12,33.12,6,42,0,0
12098,7,45.22,8,21,1,0
12099,16,63.06,6,9,0,0
12100,30,36.39,3,45,1,1
12101,57,70.96,3,4,1,0
12102,49,70.84,7,9,0,0
12103,20,93.92,4,71,0,1
12104,38,37.33,3,1,0,0
12105,46,63.55,2,63,0,0
12106,38,38.83,6,17,1,0
12107,44,33.56,4,14,1,1
12108,27,30.29,8,29,1,0
12109,3,77.84,6,56,1,0
12110,22,49.67,4,62,0,1
12111,7,94.87,5,2,0,1
12112,49,51.8,2,1,0,0
12113,28,114.58,6,45,1,0
12114,6,32.91,4,6,1,0
12115,34,58.0,5,17,1,0
12116,51,43.88,4,14,1,0
12117,52,56.3,4,5,0,0
12118,10,59.58,4,31,0,0
12119,21,88.44,4,44,1,0
12120,33,23.33,4,35,0,0
12121,23,39.8,9,32,0,0
12122,46,96.74,8,11,1,0
12123,5,51.25,4,96,0,1
12124,28,47.81,5,37,0,0
12125,36,27.69,3,8,1,0
12126,27,41.81,5,32,0,0
12127,34,90.86,4,15,1,0
12128,29,184.85,5,16,0,0
12129,55,76.21,7,55,0,0
12130,15,87.54,6,13,1,0
12131,6,73.25,4,35,0,0
12132,7,42.05,5,24,0,0
12133,14,108.67,3,11,1,0
12134,28,55.75,5,4,0,0
